Name:,Lucie Farrell
Email:,lqf5273@psu.edu
Direct Fetched:,F
Hand Fetched:,T
Comment:,Collecting data from the Supplementary Datasheet of Wang, J., Kwon, H., Kim, H.S. et al.'s paper, A neural network model for high entropy alloy design (DOI: 10.1038/s41524-023-01010-x).

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1423 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-019-05231-y
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1423 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-019-05231-y
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1423 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-019-05231-y
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1423 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-019-05231-y
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1423 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-019-05231-y
None,Al13.04 Cr21.74 Fe21.74 Co21.74 Ni21.74,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 min,UTS,None,None,None,None,None,Pa,None,10.1007/s12613-020-2084-2
None,Al13.04 Cr21.74 Fe21.74 Co21.74 Ni21.74,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 min,UTS,None,None,None,None,None,Pa,None,10.1007/s12613-020-2084-2
None,Al13.04 Cr21.74 Fe21.74 Co21.74 Ni21.74,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 min,UTS,None,None,None,None,None,Pa,None,10.1007/s12613-020-2084-2
None,Al13.04 Cr21.74 Fe21.74 Co21.74 Ni21.74,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 min,UTS,None,None,None,None,None,Pa,None,10.1007/s12613-020-2084-2
None,Al13.04 Cr21.74 Fe21.74 Co21.74 Ni21.74,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 min,UTS,None,None,None,None,None,Pa,None,10.1007/s12613-020-2084-2
None,Al13.04 Cr21.74 Fe21.74 Co21.74 Ni21.74,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 min,UTS,None,None,None,None,None,Pa,None,10.1007/s12613-020-2084-2
None,C0.63 Cr9.24 Mn30.48 Fe49.34 Co10.31,None, AC+H+A, homogenized at 1473 K + annealed at 673 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.017
None,C0.63 Cr9.24 Mn30.48 Fe49.34 Co10.31,None, AC+H+A, homogenized at 1473 K + annealed at 673 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.017
None,C0.63 Cr9.24 Mn30.48 Fe49.34 Co10.31,None, AC+H+A, homogenized at 1473 K + annealed at 923 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.017
None,C0.63 Cr9.24 Mn30.48 Fe49.34 Co10.31,None, AC+H+A, homogenized at 1473 K + annealed at 923 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.017
None,C0.63 Cr9.24 Mn30.48 Fe49.34 Co10.31,None, AC+H+A, homogenized at 1473 K + annealed at 1023 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.017
None,C0.63 Cr9.24 Mn30.48 Fe49.34 Co10.31,None, AC+H+A, homogenized at 1473 K + annealed at 1023 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.017
None,Cr26 Mn20 Fe20 Co20 Ni14,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2017.10.022
None,Cr26 Mn20 Fe20 Co20 Ni14,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2017.10.022
None,Cr26 Mn20 Fe20 Co20 Ni14,None, AC+H+A, homogenized at 1473 K + annealed at 873 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2017.10.022
None,Cr26 Mn20 Fe20 Co20 Ni14,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2017.10.022
None,Cr26 Mn20 Fe20 Co20 Ni14,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2017.10.022
None,Cr26 Mn20 Fe20 Co20 Ni14,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2017.10.022
None,Cr26 Mn20 Fe20 Co20 Ni14,None, AC+H+A, homogenized at 1473 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2017.10.022
None,Al14.1 Cr6 Mn32.9 Fe28.2 Ni18.8,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2015.09.264
None,Al14.1 Cr6 Mn32.9 Fe28.2 Ni18.8,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2015.09.264
None,Al14.1 Cr6 Mn32.9 Fe28.2 Ni18.8,None, AC+A, annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2015.09.264
None,Al3.7 Cr18.52 Fe18.52 Co18.52 Ni37.04 Cu3.7,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 20 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2017.04.111
None,Al3.7 Cr18.52 Fe18.52 Co18.52 Ni37.04 Cu3.7,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2017.04.111
None,Al9.09 Cr18.182 Mn18.182 Fe18.182 Co18.182 Ni18.182,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 15 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.05.041
None,Al9.09 Cr18.182 Mn18.182 Fe18.182 Co18.182 Ni18.182,None, AC+H+A, homogenized at 1473 K + annealed at 1373 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.05.041
None,Al9.09 Cr18.182 Mn18.182 Fe18.182 Co18.182 Ni18.182,None, AC+H+A, homogenized at 1473 K + annealed at 1473 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.05.041
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2017.07.079
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1373 K + annealed at 923 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2017.07.079
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2017.07.079
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2017.07.079
None,Cr2 Mn27 Fe40 Co5 Ni26,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2013.09.030
None,Cr2 Mn27 Fe40 Co5 Ni26,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2013.09.030
None,Cr2 Mn27 Fe40 Co5 Ni26,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2013.09.030
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.112
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1273 K + annealed at 773 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.112
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1273 K + annealed at 873 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.112
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1273 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.112
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1273 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.112
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.112
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 36 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2018.08.048
None,Cr25 Fe37.5 Co35 Ni2.5,None, AC+H+A, homogenized at 1473 K + annealed at 873 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2020.110291
None,Cr25 Fe37.5 Co35 Ni2.5,None, AC+H+A, homogenized at 1473 K + annealed at 923 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2020.110291
None,Cr25 Fe37.5 Co35 Ni2.5,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2020.110291
None,Cr25 Fe37.5 Co35 Ni2.5,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2020.110291
None,Cr25 Fe37.5 Co35 Ni2.5,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2020.110291
None,Cr32 Co32 Ni32 Mo4,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 4 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.08.036
None,Cr32 Co32 Ni32 Mo4,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.08.036
None,Al16.39 Cr16.39 Fe16.39 Co16.39 Ni34.44,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2016.08.048
None,Al16.39 Cr16.39 Fe16.39 Co16.39 Ni34.44,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2016.08.048
None,Al16.39 Cr16.39 Fe16.39 Co16.39 Ni34.44,None, AC+A, annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2016.08.048
None,Al16.39 Cr16.39 Fe16.39 Co16.39 Ni34.44,None, AC+A, annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2016.08.048
None,Al16.39 Cr16.39 Fe16.39 Co16.39 Ni34.44,None, AC+A, annealed at 1473 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2016.08.048
None,Fe33.34 Co33.33 Ni33.33,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2020.154457
None,Cr12.5 Mn12.5 Fe50 Co12.5 Ni12.5,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.11.265
None,Cr12.5 Mn12.5 Fe50 Co12.5 Ni12.5,None, AC+H+A, homogenized at 1273 K + annealed at 873 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.11.265
None,Cr12.5 Mn12.5 Fe50 Co12.5 Ni12.5,None, AC+H+A, homogenized at 1273 K + annealed at 873 K for 7 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.11.265
None,Cr12.5 Mn12.5 Fe50 Co12.5 Ni12.5,None, AC+H+A, homogenized at 1273 K + annealed at 873 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.11.265
None,Cr12.5 Mn12.5 Fe50 Co12.5 Ni12.5,None, AC+H+A, homogenized at 1273 K + annealed at 873 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.11.265
None,Al9.09 Cr30.303 Co30.303 Ni30.304,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2019.100442
None,Al9.09 Cr30.303 Co30.303 Ni30.304,None, AC+H+A, homogenized at 1473 K + annealed at 1473 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2019.100442
None,Cr2.3 Mn20.7 Fe42.2 Co5.9 Ni28.9,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2015.09.010
None,Cr2.2 Mn24.1 Fe41.1 Co5.5 Ni27.1,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2015.09.010
None,Cr2.1 Mn27 Fe40 Co5.2 Ni25.7,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2015.09.010
None,Cr2.4 Mn33.9 Fe29.4 Co5.8 Ni28.5,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2015.09.010
None,Cr2.4 Mn37.6 Fe25.7 Co5.8 Ni28.5,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2015.09.010
None,Cr25 Mn25 Fe25 Ni25,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.vacuum.2020.109995
None,Cr25 Mn25 Fe25 Ni25,None, AC+H, homogenized at 1173 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.vacuum.2020.109995
None,Cr25 Mn25 Fe25 Ni25,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.vacuum.2020.109995
None,Cr25 Fe25 Co25 Ni25,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2015.08.076
None,Al9.09 Cr18.182 Fe18.182 Co18.182 Ni18.182 Cu18.182,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1179/1743284714Y.0000000754
None,Al9.09 Cr18.182 Fe18.182 Co18.182 Ni18.182 Cu18.182,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1179/1743284714Y.0000000754
None,Al9.09 Cr18.182 Fe18.182 Co18.182 Ni18.182 Cu18.182,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1179/1743284714Y.0000000754
None,Al9.09 Cr18.182 Fe18.182 Co18.182 Ni18.182 Cu18.182,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1179/1743284714Y.0000000754
None,Al9.09 Cr18.182 Fe18.182 Co18.182 Ni18.182 Cu18.182,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 5 h,UTS,None,None,None,None,None,Pa,None,10.1179/1743284714Y.0000000754
None,Cr20 Mn10 Fe40 Co20 Ni10,None, AC+H+A, homogenized at 1473 K + annealed at 873 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140441
None,Cr20 Mn10 Fe40 Co20 Ni10,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140441
None,Cr20 Mn10 Fe40 Co20 Ni10,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140441
None,C0.5 Cr19.9 Mn19.9 Fe19.9 Co19.9 Ni19.9,None, AC+H+A, homogenized at 1473 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2015.05.224
None,Al2.44 Cr24.39 Fe24.39 Co24.39 Ni24.39,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1080/21663831.2016.1257514
None,Al2.44 Cr24.39 Fe24.39 Co24.39 Ni24.39,None, AC+A, annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1080/21663831.2016.1257514
None,Al3.125 Cr31.25 Co31.25 Ni31.25 Mo3.125,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139028
None,Al3.125 Cr31.25 Co31.25 Ni31.25 Mo3.125,None, AC+H+A, homogenized at 1473 K + annealed at 998 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139028
None,Al3.125 Cr31.25 Co31.25 Ni31.25 Mo3.125,None, AC+H+A, homogenized at 1473 K + annealed at 1023 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139028
None,Al3.125 Cr31.25 Co31.25 Ni31.25 Mo3.125,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139028
None,Al3.125 Cr31.25 Co31.25 Ni31.25 Mo3.125,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139028
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2017.04.072
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2017.04.072
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2017.04.072
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2017.04.072
None,Al16.67 Cr16.67 Fe33.33 Ni33.33,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2016.01.096
None,Al16.665 Cr16.665 Fe16.67 Co16.67 Ni33.33,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.11.016
None,Al16.39 Cr16.39 Fe16.39 Co16.39 Ni34.44,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.11.016
None,Al16.13 Cr16.13 Fe16.13 Co16.13 Ni35.48,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.11.016
None,Al12.28 Cr17.54 Fe35.1 Co17.54 Ni17.54,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2016.04.014
None,Cr15 Fe20 Co35 Ni20 Mo10,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2017.05.019
None,Cr15 Fe20 Co35 Ni20 Mo10,None, AC+H+A, homogenized at 1473 K + annealed at 1123 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2017.05.019
None,Cr15 Fe20 Co35 Ni20 Mo10,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2017.05.019
None,Cr15 Fe20 Co35 Ni20 Mo10,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2017.05.019
None,Cr25 Fe25 Co25 Ni25,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Cr24.39 Fe24.39 Co24.39 Ni24.39 Mo2.44,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Cr23.81 Fe23.81 Co23.81 Ni23.81 Mo4.76,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Cr23.26 Fe23.26 Co23.26 Ni23.26 Mo6.96,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Cr23.26 Fe23.26 Co23.26 Ni23.26 Mo6.96,None, AC+A, annealed at 1123 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Cr23.26 Fe23.26 Co23.26 Ni23.26 Mo6.96,None, AC+A, annealed at 1173 K for 5 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Al8 Cr17 Fe17 Co17 Ni33 Cu8,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1007/s11837-013-0756-3
None,Al8 Cr17 Fe17 Co17 Ni33 Cu8,None, AC+H, homogenized at 1423 K,UTS,None,None,None,None,None,Pa,None,10.1007/s11837-013-0756-3
None,Cr10 Mn30 Fe50 Co10,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2017.03.069
None,Cr10 Mn30 Fe50 Co10,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2017.03.069
None,Cr10 Mn30 Fe50 Co10,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2017.03.069
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1557/jmr.2020.256
None,Cr32.26 Co32.26 Ni32.26 Mo3.22,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1557/jmr.2020.256
None,Cr31.25 Co31.25 Ni31.25 Mo6.25,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1557/jmr.2020.256
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.153512
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H+A, homogenized at 1373 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H+A, homogenized at 1373 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H+A, homogenized at 1273 K + annealed at 873 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2019.05.043
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H+A, homogenized at 1273 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2019.05.043
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H+A, homogenized at 1273 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2019.05.043
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2019.05.043
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H+A, homogenized at 1273 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2019.05.043
None,Al11.111 Cr22.222 Fe22.222 Co22.222 Ni22.222,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.3390/e20120917
None,Al11.111 Cr22.222 Fe22.222 Co22.222 Ni22.222,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.3390/e20120917
None,Al5 Cr12 Mn28 Fe35 Ni20,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.05.056
None,Al10 Cr12 Mn23 Fe35 Ni20,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.05.056
None,Al5 Cr12 Mn28 Fe35 Ni20,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.05.056
None,Al10 Cr12 Mn23 Fe35 Ni20,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.05.056
None,Cr18 Mn20 Fe35 Co21 Ni6,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140264
None,Cr18 Mn20 Fe35 Co21 Ni6,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140264
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 1148 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139587
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 8 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139587
None,Cr16 Fe42 Co42,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139371
None,Cr16 Fe42 Co42,None, AC+H+A, homogenized at 1473 K + annealed at 1023 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139371
None,Cr16 Fe42 Co42,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139371
None,Al6.52 Cr21.74 Fe21.74 Co21.74 Ni21.74 Cu6.52,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.3390/e20120967
None,Al6.52 Cr21.74 Fe21.74 Co21.74 Ni21.74 Cu6.52,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 5 h,UTS,None,None,None,None,None,Pa,None,10.3390/e20120967
